ru,en
сексология,sexology
секста,sixth
секстант,sextant
секстет,sextet
сектантство,sectarianism
секуляризация,secularization
селёдочница,herring-dish
селезень,drake
селекционер,selectionist
селен,selenium
селенит,selenite
селенограф,selenography
селенолог,specialist in selenology
